Product Name,SKU,Category,Category,Filling,Weight, Customer Price ,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$21.85 ,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$22.45 ,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$21.25 ,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$21.85 ,
40X80CM,INSE-004,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$22.45 ,
40X80CM,INSE-004,INSERTS,INSERTS,100% Polyester,Normal,$21.25 ,
40X80CM,INSE-004,INSERTS,INSERTS,100% Polyester,Firm Fill,$21.85 ,
40X80CM,INSE-004,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$22.45 ,
40X80CM,INSE-004,INSERTS,INSERTS,30% Down 70% Feather,Normal,$43.00 ,
40X80CM,INSE-004,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$45.60 ,
40X80CM,INSE-004,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$48.20 ,
40X80CM,INSE-004,INSERTS,INSERTS,50% Down 50% Feather,Normal,$68.40 ,
40X80CM,INSE-004,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$71.00 ,
40X80CM,INSE-004,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$73.60 ,
40X80CM,INSE-004,INSERTS,INSERTS,80% Down 20% Feather,Normal,$83.00 ,
40X80CM,INSE-004,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$85.60 ,
40X80CM,INSE-004,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$88.20 ,
45X70CM,INSE-005,INSERTS,INSERTS,100% Feather,Normal,$17.65 ,
45X70CM,INSE-005,INSERTS,INSERTS,100% Feather,Firm Fill,$18.25 ,
45X70CM,INSE-005,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$18.85 ,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Foam,Normal,$20.00 ,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$20.60 ,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$21.20 ,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$20.00 ,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$20.60 ,
45X70CM,INSE-005,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$21.20 ,
45X70CM,INSE-005,INSERTS,INSERTS,100% Polyester,Normal,$20.00 ,
45X70CM,INSE-005,INSERTS,INSERTS,100% Polyester,Firm Fill,$20.60 ,
45X70CM,INSE-005,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$21.20 ,
45X70CM,INSE-005,INSERTS,INSERTS,30% Down 70% Feather,Normal,$36.70 ,
45X70CM,INSE-005,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$39.30 ,
45X70CM,INSE-005,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$41.90 ,
45X70CM,INSE-005,INSERTS,INSERTS,50% Down 50% Feather,Normal,$52.15 ,
45X70CM,INSE-005,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$54.75 ,
45X70CM,INSE-005,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$57.35 ,
45X70CM,INSE-005,INSERTS,INSERTS,80% Down 20% Feather,Normal,$73.00 ,
45X70CM,INSE-005,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$75.60 ,
45X70CM,INSE-005,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$78.20 ,
50X110CM,INSE-006,INSERTS,INSERTS,100% Feather,Normal,$46.00 ,
50X110CM,INSE-006,INSERTS,INSERTS,100% Feather,Firm Fill,$46.60 ,
50X110CM,INSE-006,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$47.20 ,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Foam,Normal,$46.00 ,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$46.60 ,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$47.20 ,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$46.00 ,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$46.60 ,
50X110CM,INSE-006,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$47.20 ,
50X110CM,INSE-006,INSERTS,INSERTS,100% Polyester,Normal,$46.00 ,
50X110CM,INSE-006,INSERTS,INSERTS,100% Polyester,Firm Fill,$46.60 ,
50X110CM,INSE-006,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$47.20 ,
50X110CM,INSE-006,INSERTS,INSERTS,30% Down 70% Feather,Normal,$91.00 ,
50X110CM,INSE-006,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$93.60 ,
50X110CM,INSE-006,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$96.20 ,
50X110CM,INSE-006,INSERTS,INSERTS,50% Down 50% Feather,Normal,$109.25 ,
50X110CM,INSE-006,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$111.85 ,
50X110CM,INSE-006,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$114.45 ,
50X110CM,INSE-006,INSERTS,INSERTS,80% Down 20% Feather,Normal,$132.25 ,
50X110CM,INSE-006,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$134.85 ,
50X110CM,INSE-006,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$137.45 ,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Feather,Normal,$13.20 ,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Feather,Firm Fill,$13.80 ,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$14.40 ,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Foam,Normal,$15.00 ,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$15.60 ,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$16.20 ,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$15.00 ,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$15.60 ,
50X30CM ,INSE-007,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$16.20 ,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Polyester,Normal,$15.00 ,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Polyester,Firm Fill,$15.60 ,
50X30CM ,INSE-007,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$16.20 ,
50X30CM ,INSE-007,INSERTS,INSERTS,30% Down 70% Feather,Normal,$23.00 ,
50X30CM ,INSE-007,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$25.60 ,
50X30CM ,INSE-007,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$28.20 ,
50X30CM ,INSE-007,INSERTS,INSERTS,50% Down 50% Feather,Normal,$31.00 ,
50X30CM ,INSE-007,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$33.60 ,
50X30CM ,INSE-007,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$36.20 ,
50X30CM ,INSE-007,INSERTS,INSERTS,80% Down 20% Feather,Normal,$48.00 ,
50X30CM ,INSE-007,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$50.60 ,
50X30CM ,INSE-007,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$53.20 ,
50X50CM,INSE-008,INSERTS,INSERTS,100% Feather,Normal,$11.50 ,
50X50CM,INSE-008,INSERTS,INSERTS,100% Feather,Firm Fill,$12.10 ,
50X50CM,INSE-008,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$12.70 ,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Foam,Normal,$13.50 ,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$14.10 ,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$14.70 ,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$13.50 ,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$14.10 ,
50X50CM,INSE-008,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$14.70 ,
50X50CM,INSE-008,INSERTS,INSERTS,100% Polyester,Normal,$13.50 ,
50X50CM,INSE-008,INSERTS,INSERTS,100% Polyester,Firm Fill,$14.10 ,
50X50CM,INSE-008,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$14.70 ,
50X50CM,INSE-008,INSERTS,INSERTS,30% Down 70% Feather,Normal,$26.50 ,
50X50CM,INSE-008,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$29.10 ,
50X50CM,INSE-008,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$31.70 ,
50X50CM,INSE-008,INSERTS,INSERTS,50% Down 50% Feather,Normal,$45.00 ,
50X50CM,INSE-008,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$47.60 ,
50X50CM,INSE-008,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$50.20 ,
50X50CM,INSE-008,INSERTS,INSERTS,80% Down 20% Feather,Normal,$56.00 ,
50X50CM,INSE-008,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$58.60 ,
50X50CM,INSE-008,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$61.20 ,
50X80CM,INSE-009,INSERTS,INSERTS,100% Feather,Normal,$26.00 ,
50X80CM,INSE-009,INSERTS,INSERTS,100% Feather,Firm Fill,$28.60 ,
50X80CM,INSE-009,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$31.20 ,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Foam,Normal,$32.75 ,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$26.60 ,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$27.20 ,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$32.75 ,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$33.35 ,
50X80CM,INSE-009,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$33.95 ,
50X80CM,INSE-009,INSERTS,INSERTS,100% Polyester,Normal,$32.75 ,
50X80CM,INSE-009,INSERTS,INSERTS,100% Polyester,Firm Fill,$33.35 ,
50X80CM,INSE-009,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$33.95 ,
50X80CM,INSE-009,INSERTS,INSERTS,30% Down 70% Feather,Normal,$58.60 ,
50X80CM,INSE-009,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$61.20 ,
50X80CM,INSE-009,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$63.80 ,
50X80CM,INSE-009,INSERTS,INSERTS,50% Down 50% Feather,Normal,$80.50 ,
50X80CM,INSE-009,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$83.10 ,
50X80CM,INSE-009,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$85.70 ,
50X80CM,INSE-009,INSERTS,INSERTS,80% Down 20% Feather,Normal,$95.00 ,
50X80CM,INSE-009,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$97.60 ,
50X80CM,INSE-009,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$100.20 ,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Feather,Normal,$29.30 ,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Feather,Firm Fill,$31.90 ,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$34.50 ,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Foam,Normal,$38.50 ,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$41.10 ,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$43.70 ,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$38.50 ,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$29.90 ,
50X90CM ,INSE-010,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$30.50 ,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Polyester,Normal,$38.50 ,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Polyester,Firm Fill,$29.90 ,
50X90CM ,INSE-010,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$30.50 ,
50X90CM ,INSE-010,INSERTS,INSERTS,30% Down 70% Feather,Normal,$71.00 ,
50X90CM ,INSE-010,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$73.60 ,
50X90CM ,INSE-010,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$76.20 ,
50X90CM ,INSE-010,INSERTS,INSERTS,50% Down 50% Feather,Normal,$92.55 ,
50X90CM ,INSE-010,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$95.15 ,
50X90CM ,INSE-010,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$97.75 ,
50X90CM ,INSE-010,INSERTS,INSERTS,80% Down 20% Feather,Normal,$107.00 ,
50X90CM ,INSE-010,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$109.60 ,
50X90CM ,INSE-010,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$112.20 ,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Feather,Normal,$12.00 ,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Feather,Firm Fill,$12.60 ,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$13.20 ,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Foam,Normal,$15.00 ,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$15.60 ,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$16.20 ,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$15.00 ,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$15.60 ,
55X55CM ,INSE-011,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$16.20 ,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Polyester,Normal,$15.00 ,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Polyester,Firm Fill,$15.60 ,
55X55CM ,INSE-011,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$16.20 ,
55X55CM ,INSE-011,INSERTS,INSERTS,30% Down 70% Feather,Normal,$30.25 ,
55X55CM ,INSE-011,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$32.85 ,
55X55CM ,INSE-011,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$35.45 ,
55X55CM ,INSE-011,INSERTS,INSERTS,50% Down 50% Feather,Normal,$45.10 ,
55X55CM ,INSE-011,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$47.70 ,
55X55CM ,INSE-011,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$50.30 ,
55X55CM ,INSE-011,INSERTS,INSERTS,80% Down 20% Feather,Normal,$65.00 ,
55X55CM ,INSE-011,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$67.60 ,
55X55CM ,INSE-011,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$70.20 ,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Feather,Normal,$15.50 ,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Feather,Firm Fill,$16.10 ,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$16.70 ,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Foam,Normal,$17.50 ,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$18.10 ,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$18.70 ,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$17.50 ,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$18.10 ,
60X40CM ,INSE-012,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$18.70 ,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Polyester,Normal,$17.50 ,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Polyester,Firm Fill,$18.10 ,
60X40CM ,INSE-012,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$18.70 ,
60X40CM ,INSE-012,INSERTS,INSERTS,30% Down 70% Feather,Normal,$30.50 ,
60X40CM ,INSE-012,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$33.10 ,
60X40CM ,INSE-012,INSERTS,INSERTS,30% Down 70% Feather,Extra Firm Fill,$35.70 ,
60X40CM ,INSE-012,INSERTS,INSERTS,50% Down 50% Feather,Normal,$49.00 ,
60X40CM ,INSE-012,INSERTS,INSERTS,50% Down 50% Feather,Firm Fill,$51.60 ,
60X40CM ,INSE-012,INSERTS,INSERTS,50% Down 50% Feather,Extra Firm Fill,$54.20 ,
60X40CM ,INSE-012,INSERTS,INSERTS,80% Down 20% Feather,Normal,$60.00 ,
60X40CM ,INSE-012,INSERTS,INSERTS,80% Down 20% Feather,Firm Fill,$62.60 ,
60X40CM ,INSE-012,INSERTS,INSERTS,80% Down 20% Feather,Extra Firm Fill,$65.20 ,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Feather,Normal,$15.00 ,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Feather,Firm Fill,$15.60 ,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Feather,Extra Firm Fill,$16.20 ,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Foam,Normal,$17.25 ,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Foam,Firm Fill,$17.85 ,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Foam,Extra Firm Fill,$18.45 ,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Fibre,Normal,$17.25 ,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Fibre,Firm Fill,$17.85 ,
60X60CM ,INSE-013,INSERTS,INSERTS,Duck Feather - Fibre,Extra Firm Fill,$18.45 ,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Polyester,Normal,$17.25 ,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Polyester,Firm Fill,$17.85 ,
60X60CM ,INSE-013,INSERTS,INSERTS,100% Polyester,Extra Firm Fill,$18.45 ,
60X60CM ,INSE-013,INSERTS,INSERTS,30% Down 70% Feather,Normal,$39.00 ,
60X60CM ,INSE-013,INSERTS,INSERTS,30% Down 70% Feather,Firm Fill,$41.60 ,
