Product Name	Category	SKU	Filling	Weight	Customer Price
65X65CM	INSERTS	MW356	Duck Feather - Foam	Firm Fill	29.35
65X65CM	INSERTS	MW357	Duck Feather - Foam	Extra Firm Fill	29.95
65X65CM	INSERTS	MW358	Duck Feather - Fibre	Normal	$28.75
65X65CM	INSERTS	MW359	Duck Feather - Fibre	Firm Fill	29.35
65X65CM	INSERTS	MW360	Duck Feather - Fibre	Extra Firm Fill	29.95
65X65CM	INSERTS	MW361	100% Polyester	Normal	$28.75
65X65CM	INSERTS	MW362	100% Polyester	Firm Fill	29.35
65X65CM	INSERTS	MW363	100% Polyester	Extra Firm Fill	29.95
65X65CM	INSERTS	MW364	30% Down 70% Feather	Normal	$54.60
65X65CM	INSERTS	MW365	30% Down 70% Feather	Firm Fill	57.2
65X65CM	INSERTS	MW366	30% Down 70% Feather	Extra Firm Fill	59.8
65X65CM	INSERTS	MW367	50% Down 50% Feather	Normal	$76.50
65X65CM	INSERTS	MW368	50% Down 50% Feather	Firm Fill	79.1
65X65CM	INSERTS	MW369	50% Down 50% Feather	Extra Firm Fill	81.7
65X65CM	INSERTS	MW370	80% Down 20% Feather	Normal	$91.00
65X65CM	INSERTS	MW371	80% Down 20% Feather	Firm Fill	93.6
65X65CM	INSERTS	MW372	80% Down 20% Feather	Extra Firm Fill	96.2
SINGLE - 10% DUCK DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW373	Duck		$71.00
SINGLE - 10% GOOSE DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW374	Goose		$88.00
DOUBLE - 10% DUCK DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW375	Duck		$100.50
DOUBLE - 10% GOOSE DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW376	Goose		$110.00
KING SINGLE - 10% DUCK DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW377	Duck		$100.50
KING SINGLE - 10% GOOSE DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW378	Goose		$110.00
QUEEN - 10% DUCK DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW379	Duck		$106.50
QUEEN - 10% GOOSE DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW380	Goose		$133.00
KING - 10% DUCK DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW381	Duck		$120.50
KING - 10% GOOSE DOWN MATTRESS TOPPER	MATTRESS TOPPER FILLED	MW382	Goose		$156.50
DOUBLE - MICROSOFT	MICROSOFT	MW383	Polyester		$45.00
KING - MICROSOFT	MICROSOFT	MW384	Polyester		$56.00
QUEEN - MICROSOFT	MICROSOFT	MW385	Polyester		$50.00
SINGLE - MICROSOFT	MICROSOFT	MW386	Polyester		$35.00
QUEEN 100% FEATHER PILLOW	PIPED PILLOWS	MW387	100% Feather		25
QUEEN 30% DUCK DOWN PILLOW	PIPED PILLOWS	MW388	30% Down 70% Feather		51
QUEEN 50% DUCK DOWN PILLOW	PIPED PILLOWS	MW389	50% Down 50% Feather		65
QUEEN 80% DUCK DOWN PILLOW	PIPED PILLOWS	MW390	80% Down 20% Feather		87.5
QUEEN 80% GOOSE DOWN PILLOW	PIPED PILLOWS	MW391	80% Down 20% Feather		120
EURO 100% FEATHER PILLOW	PIPED PILLOWS	MW392	100% Feather		25
EURO 30% DUCK DOWN PILLOW	PIPED PILLOWS	MW393	30% Down 70% Feather		51
EURO 50% DUCK DOWN PILLOW	PIPED PILLOWS	MW394	50% Down 50% Feather		65
EURO 80% DUCK DOWN PILLOW	PIPED PILLOWS	MW395	80% Down 20% Feather		87.5
EURO 80% GOOSE DOWN PILLOW	PIPED PILLOWS	MW396	80% Down 20% Feather		120
Double/Queen 230 x 240cms 450gms - SILVER BLANKET	SILVER BLANKET	MW397	Silver Blanket		$70.00
King/Super King 270 x 240cms 535 gms - SILVER BLANKET	SILVER BLANKET	MW398	Silver Blanket		$81.00
Single/ King Single 180 x 230gms 300gms - SILVER BLANKET	SILVER BLANKET	MW399	Silver Blanket		$56.00
Double/Queen 230 x 240cms 450gms - KHAKI BLANKET	KHAKI BLANKET	MW400	Khaki Blanket		$70.00
King/Super King 270 x 240cms 535 gms - KHAKI BLANKET	KHAKI BLANKET	MW401	Khaki Blanket		$81.00
Single/ King Single 180 x 230gms 300gms - KHAKI BLANKET	KHAKI BLANKET	MW402	Khaki Blanket		$56.00
