Product Name,Category,Sku,Filling,Weight, Customer Price ,,
60X60CM,INSERTS,INTERIOR - 282,100% Polyester,Firm Fill,$17.85,,
60X60CM,INSERTS,INTERIOR - 283,100% Polyester,Extra Firm Fill,$18.45,,
60X60CM,INSERTS,INTERIOR - 284,30% Down 70% Feather,Normal,$39.00,,
60X60CM,INSERTS,INTERIOR - 285,30% Down 70% Feather,Firm Fill,$41.60,,
60X60CM,INSERTS,INTERIOR - 286,30% Down 70% Feather,Extra Firm Fill,$44.20,,
60X60CM,INSERTS,INTERIOR - 287,50% Down 50% Feather,Normal,$64.40,,
60X60CM,INSERTS,INTERIOR - 288,50% Down 50% Feather,Firm Fill,$67.00,,
60X60CM,INSERTS,INTERIOR - 289,50% Down 50% Feather,Extra Firm Fill,$69.60,,
60X60CM,INSERTS,INTERIOR - 290,80% Down 20% Feather,Normal,$79.00,,
60X60CM,INSERTS,INTERIOR - 291,80% Down 20% Feather,Firm Fill,$81.60,,
60X60CM,INSERTS,INTERIOR - 292,80% Down 20% Feather,Extra Firm Fill,$84.20,,
65X40CM,INSERTS,INTERIOR - 293,100% Feather,Normal,$16.50,,
65X40CM,INSERTS,INTERIOR - 294,100% Feather,Firm Fill,$17.10,,
65X40CM,INSERTS,INTERIOR - 295,100% Feather,Extra Firm Fill,$17.70,,
65X40CM,INSERTS,INTERIOR - 296,Duck Feather - Foam,Normal,$18.50,,
65X40CM,INSERTS,INTERIOR - 297,Duck Feather - Foam,Firm Fill,$19.10,,
65X40CM,INSERTS,INTERIOR - 298,Duck Feather - Foam,Extra Firm Fill,$19.70,,
65X40CM,INSERTS,INTERIOR - 299,Duck Feather - Fibre,Normal,$18.50,,
65X40CM,INSERTS,INTERIOR - 300,Duck Feather - Fibre,Firm Fill,$19.10,,
