Product Name,Category,SKU,Filling,Weight,Customer Price,,
55X55CM,INSERTS,JENB209,100% Feather,Extra Firm Fill,13.2,,
55X55CM,INSERTS,JENB210,Duck Feather - Foam,Normal,$15.00,,
55X55CM,INSERTS,JENB211,Duck Feather - Foam,Firm Fill,15.6,,
55X55CM,INSERTS,JENB212,Duck Feather - Foam,Extra Firm Fill,16.2,,
55X55CM,INSERTS,JENB213,Duck Feather - Fibre,Normal,$15.00,,
55X55CM,INSERTS,JENB214,Duck Feather - Fibre,Firm Fill,15.6,,
55X55CM,INSERTS,JENB215,Duck Feather - Fibre,Extra Firm Fill,16.2,,
55X55CM,INSERTS,JENB216,100% Polyester,Normal,$15.00,,
55X55CM,INSERTS,JENB217,100% Polyester,Firm Fill,15.6,,
55X55CM,INSERTS,JENB218,100% Polyester,Extra Firm Fill,16.2,,
55X55CM,INSERTS,JENB219,30% Down 70% Feather,Normal,$30.25,,
55X55CM,INSERTS,JENB220,30% Down 70% Feather,Firm Fill,32.85,,
55X55CM,INSERTS,JENB221,30% Down 70% Feather,Extra Firm Fill,35.45,,
55X55CM,INSERTS,JENB222,50% Down 50% Feather,Normal,$45.10,,
55X55CM,INSERTS,JENB223,50% Down 50% Feather,Firm Fill,47.7,,
55X55CM,INSERTS,JENB224,50% Down 50% Feather,Extra Firm Fill,50.3,,
55X55CM,INSERTS,JENB225,80% Down 20% Feather,Normal,$65.00,,
55X55CM,INSERTS,JENB226,80% Down 20% Feather,Firm Fill,67.6,,
55X55CM,INSERTS,JENB227,80% Down 20% Feather,Extra Firm Fill,70.2,,
60X40CM,INSERTS,JENB228,100% Feather,Normal,$15.50,,
60X40CM,INSERTS,JENB229,100% Feather,Extra Firm Fill,16.1,,
60X40CM,INSERTS,JENB230,Duck Feather - Foam,Normal,$17.50,,
60X40CM,INSERTS,JENB231,Duck Feather - Foam,Firm Fill,18.1,,
60X40CM,INSERTS,JENB232,Duck Feather - Foam,Extra Firm Fill,18.7,,
60X40CM,INSERTS,JENB233,Duck Feather - Fibre,Normal,$17.50,,
60X40CM,INSERTS,JENB234,Duck Feather - Fibre,Firm Fill,18.1,,
60X40CM,INSERTS,JENB235,Duck Feather - Fibre,Extra Firm Fill,18.7,,
60X40CM,INSERTS,JENB236,100% Polyester,Normal,$17.50,,
60X40CM,INSERTS,JENB237,100% Polyester,Firm Fill,18.1,,
60X40CM,INSERTS,JENB238,100% Polyester,Extra Firm Fill,18.7,,
60X40CM,INSERTS,JENB239,30% Down 70% Feather,Normal,$30.50,,
60X40CM,INSERTS,JENB240,30% Down 70% Feather,Firm Fill,33.1,,
60X40CM,INSERTS,JENB241,30% Down 70% Feather,Extra Firm Fill,35.7,,
60X40CM,INSERTS,JENB242,50% Down 50% Feather,Normal,$49.00,,
60X40CM,INSERTS,JENB243,50% Down 50% Feather,Firm Fill,51.6,,
60X40CM,INSERTS,JENB244,50% Down 50% Feather,Extra Firm Fill,54.2,,
60X40CM,INSERTS,JENB245,80% Down 20% Feather,Normal,$60.00,,
60X40CM,INSERTS,JENB246,80% Down 20% Feather,Firm Fill,62.6,,
60X40CM,INSERTS,JENB247,80% Down 20% Feather,Extra Firm Fill,65.2,,
60X60CM,INSERTS,JENB248,100% Feather,Normal,$15.00,,
60X60CM,INSERTS,JENB249,100% Feather,Extra Firm Fill,15.6,,
60X60CM,INSERTS,JENB250,Duck Feather - Foam,Normal,$17.25,,
60X60CM,INSERTS,JENB251,Duck Feather - Foam,Firm Fill,17.85,,
60X60CM,INSERTS,JENB252,Duck Feather - Foam,Extra Firm Fill,18.45,,
60X60CM,INSERTS,JENB253,Duck Feather - Fibre,Normal,$17.25,,
60X60CM,INSERTS,JENB254,Duck Feather - Fibre,Firm Fill,17.85,,
