Product Name,Category,,Filling,Weight, Customer Price ,,
KING SINGLE - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH336,Duck,,95,,
KING SINGLE - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH337,Goose,,107,,
QUEEN - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH338,Duck,,122.5,,
QUEEN - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH339,Goose,,154,,
KING - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH340,Duck,,138.5,,
KING - MATTRESS TOPPER FILLED,MATTRESS TOPPER FILLED,PFH341,Goose,,180,,
DOUBLE 184X214CM - MICROSOFT,MICROSOFT,PFH342,Polyester,,$60.00,,
KING 244X214CM - MICROSOFT,MICROSOFT,PFH343,Polyester,,$75.50,,
QUEEN 214X214CM - MICROSOFT,MICROSOFT,PFH344,Polyester,,$67.00,,
SINGLE 140X214CM - MICROSOFT,MICROSOFT,PFH345,Polyester,,$47.50,,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH346,100% Feather,Duck,$23.00,,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH347,30% Down 70% Feather,Duck,$37.00,,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH348,50% Down 50% Feather,Duck,$46.00,,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH349,80% Down 20% Feather,Duck,$69.00,,
45X70CM - (48X73CM) - PIPED PILLOWS,PIPED PILLOWS,PFH350,80% Down 20% Feather,Goose,$109.50,,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH351,100% Feather,Duck,$26.00,,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH352,30% Down 70% Feather,Duck,$60.50,,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH353,50% Down 50% Feather,Duck,$84.00,,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH354,80% Down 20% Feather,Duck,$132.00,,
50X80CM - (53X83CM) - PIPED PILLOWS,PIPED PILLOWS,PFH355,80% Down 20% Feather,Goose,$172.00,,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH356,100% Feather,Duck,$29.00,,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH357,30% Down 70% Feather,Duck,58.5,,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH358,50% Down 50% Feather,Duck,75,,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH359,80% Down 20% Feather,Duck,105.5,,
50X90CM - (53X93CM) - PIPED PILLOWS,PIPED PILLOWS,PFH360,80% Down 20% Feather,Goose,138,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH361,100% Feather,Duck,$29.00,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH362,30% Down 70% Feather,Duck,59,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH363,50% Down 50% Feather,Duck,64.5,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH364,80% Down 20% Feather,Duck,$99.50,,
65 X 65CM (68X68CM) - PIPED PILLOWS,PIPED PILLOWS,PFH365,80% Down 20% Feather,Goose,$121.50,,
SINGLE - 4 SEASONS FILLED,4 SEASONS FILLED,PFH366,Duck,,157,,
SINGLE - 4 SEASONS FILLED,4 SEASONS FILLED,PFH367,Goose,,207,,
DOUBLE - 4 SEASONS FILLED,4 SEASONS FILLED,PFH368,Duck,,183,,
DOUBLE - 4 SEASONS FILLED,4 SEASONS FILLED,PFH369,Goose,,236,,
QUEEN - 4 SEASONS FILLED,4 SEASONS FILLED,PFH370,Duck,,214,,
QUEEN - 4 SEASONS FILLED,4 SEASONS FILLED,PFH371,Goose,,282,,
KING - 4 SEASONS FILLED,4 SEASONS FILLED,PFH372,Duck,,241,,
KING - 4 SEASONS FILLED,4 SEASONS FILLED,PFH373,Goose,,305,,
SUPER KING - 4 SEASONS FILLED,4 SEASONS FILLED,PFH374,Duck,,241.5,,
SUPER KING - 4 SEASONS FILLED,4 SEASONS FILLED,PFH375,Goose,,391,,
SINGLE - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH376,Duck,,$92.00,,
DOUBLE - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH377,Duck,,$103.50,,
QUEEN - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH378,Duck,,$121.00,,
KING - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH379,Duck,,$138.00,,
SUPER KING - 50% DUCK WINTER FILLED,50% DUCK WINTER FILLED,PFH380,Duck,,$167.00,,
SINGLE - 50% MID WARM FILLED,50% MID WARM FILLED,PFH381,Duck,,$80.50,,
DOUBLE - 50% MID WARM FILLED,50% MID WARM FILLED,PFH382,Duck,,$92.00,,
QUEEN - 50% MID WARM FILLED,50% MID WARM FILLED,PFH383,Duck,,$109.50,,
KING - 50% MID WARM FILLED,50% MID WARM FILLED,PFH384,Duck,,$121.00,,
SUPER KING - 50% MID WARM FILLED,50% MID WARM FILLED,PFH385,Duck,,$155.50,,
SINGLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH386,Duck,,109,,
SINGLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH387,Goose,,171.5,,
SINGLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH388,Hungarian,,183,,
DOUBLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH389,Duck,,126.5,,
DOUBLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH390,Goose,,199,,
DOUBLE - 80% MID WARM FILLED,80% MID WARM FILLED,PFH391,Hungarian,,210.5,,
QUEEN - 80% MID WARM FILLED,80% MID WARM FILLED,PFH392,Duck,,$147.00,,
QUEEN - 80% MID WARM FILLED,80% MID WARM FILLED,PFH393,Goose,,226,,
QUEEN - 80% MID WARM FILLED,80% MID WARM FILLED,PFH394,Hungarian,,249,,
KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH395,Duck,,161.5,,
KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH396,Goose,,258.5,,
KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH397,Hungarian,,267,,
SUPER KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH398,Duck,,209.5,,
SUPER KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH399,Goose,,356,,
SUPER KING - 80% MID WARM FILLED,80% MID WARM FILLED,PFH400,Hungarian,,160,,
COT QUILT,80% DUCK COT FILLED,PFH401,Duck,,$70.00,,
SINGLE - 80% WINTER FILLED,80% WINTER FILLED,PFH402,Duck,,$121.00,,
SINGLE - 80% WINTER FILLED,80% WINTER FILLED,PFH403,Goose,,$184.00,,
DOUBLE - 80% WINTER FILLED,80% WINTER FILLED,PFH404,Duck,,$140.00,,
DOUBLE - 80% WINTER FILLED,80% WINTER FILLED,PFH405,Goose,,$213.00,,
QUEEN - 80% WINTER FILLED,80% WINTER FILLED,PFH406,Duck,,$167.00,,
QUEEN - 80% WINTER FILLED,80% WINTER FILLED,PFH407,Goose,,$247.50,,
KING - 80% WINTER FILLED,80% WINTER FILLED,PFH408,Duck,,$189.00,,
KING - 80% WINTER FILLED,80% WINTER FILLED,PFH409,Goose,,$282.00,,
SUPER KING - 80% WINTER FILLED,80% WINTER FILLED,PFH410,Duck,,$265.50,,
SUPER KING - 80% WINTER FILLED,80% WINTER FILLED,PFH411,Goose,,$379.50,,
SINGLE - 80% DUCK SUMMER FILLED,80% DUCK SUMMER FILLED,PFH412,Duck,,$82.50,,
DOUBLE - 80% DUCK SUMMER FILLED,80% DUCK SUMMER FILLED,PFH413,Duck,,$93.50,,
QUEEN - 80% DUCK SUMMER FILLED,80% DUCK SUMMER FILLED,PFH414,Duck,,$109.50,,
KING - 80% DUCK SUMMER FILLED,80% DUCK SUMMER FILLED,PFH415,Duck,,$120.50,,
SUPER KING - 80% DUCK SUMMER FILLED,80% DUCK SUMMER FILLED,PFH416,Duck,,$160.00,,
SINGLE - 80% GOOSE SUMMER FILLED,80% GOOSE SUMMER FILLED,PFH417,Goose,,$114.50,,
DOUBLE - 80% GOOSE SUMMER FILLED,80% GOOSE SUMMER FILLED,PFH418,Goose,,$140.00,,
QUEEN - 80% GOOSE SUMMER FILLED,80% GOOSE SUMMER FILLED,PFH419,Goose,,$164.00,,
KING - 80% GOOSE SUMMER FILLED,80% GOOSE SUMMER FILLED,PFH420,Goose,,$177.00,,
SUPER KING - 80% GOOSE SUMMER FILLED,80% GOOSE SUMMER FILLED,PFH421,Goose,,$274.00,,
45X70CM - (48X73CM) 80 - CHAMBER PILLOW,CHAMBER PILLOW,PFH422,Duck,,46,,
50X90CM - (53X93CM) 80 - CHAMBER PILLOW,CHAMBER PILLOW,PFH423,Duck,,,,
45X70CM - (48X73CM) 50 - CHAMBER PILLOW,CHAMBER PILLOW,PFH424,Duck,,37,,
50X90CM - (53X93CM) 50 - CHAMBER PILLOW,CHAMBER PILLOW,PFH425,Duck,,,,
45X70CM - (48X73CM) - STRIP PILLOW,STRIP PILLOW,PFH426,Hungarian,,123.5,,
50X90CM - (53X93CM) - STRIP PILLOW,STRIP PILLOW,PFH427,Hungarian,,,,
SINGLE - STRIPPED QUILT,STRIPPED QUILT,PFH428,Hungarian,,$201.50,,
DOUBLE - STRIPPED QUILT,STRIPPED QUILT,PFH429,Hungarian,,$251.00,,
QUEEN - STRIPPED QUILT,STRIPPED QUILT,PFH430,Hungarian,,$294.00,,
KING - STRIPPED QUILT,STRIPPED QUILT,PFH431,Hungarian,,$345.00,,
SUPER KING - STRIPPED QUILT,STRIPPED QUILT,PFH432,Hungarian,,$437.00,,
Double/Queen 230 x 240cms 450gms - SILVER BLANKET,SILVER BLANKET,PFH433,Silver Blanket,,$70.00,,
King/Super King 270 x 240cms 535 gms - SILVER BLANKET,SILVER BLANKET,PFH434,Silver Blanket,,$81.00,,
Single/ King Single 180 x 230gms 300gms - SILVER BLANKET,SILVER BLANKET,PFH435,Silver Blanket,,$56.00,,
Double/Queen 230 x 240cms 450gms - KHAKI BLANKET,KHAKI BLANKET,PFH436,Khaki Blanket,,$70.00,,
King/Super King 270 x 240cms 535 gms - KHAKI BLANKET,KHAKI BLANKET,PFH437,Khaki Blanket,,$81.00,,
Single/ King Single 180 x 230gms 300gms - KHAKI BLANKET,KHAKI BLANKET,PFH438,Khaki Blanket,,$56.00,,
EXTRA LARGE - MEN JACKET,JACKETS,PFH439,JACKETS,,,,
LARGE - MEN JACKET,JACKETS,PFH440,JACKETS,,,,
MEDIUM - MEN JACKET,JACKETS,PFH441,JACKETS,,,,
SMALL - MEN JACKET,JACKETS,PFH442,JACKETS,,,,
EXTRA LARGE - WOMAN JACKET,JACKETS,PFH443,JACKETS,,,,
LARGE - WOMAN JACKET,JACKETS,PFH444,JACKETS,,,,
MEDIUM - WOMAN JACKET,JACKETS,PFH445,JACKETS,,,,
SMALL - WOMAN JACKET,JACKETS,PFH446,JACKETS,,,,
